Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,Team
Wataru Endo,jp JPN,MF,30.0,29,20,1722.0,19.1,1.0,0.0,0.0,10.0,0.0,0.5,0.5,1.7,10.0,101.0,Liverpool
Andrew Robertson,sct SCO,DF,29.0,23,18,1693.0,18.8,3.0,2.0,0.0,2.0,0.0,1.9,1.9,5.4,63.0,140.0,Liverpool
Joe Gomez,eng ENG,DF,26.0,32,17,1786.0,19.8,0.0,1.0,0.0,5.0,0.0,0.8,0.8,1.3,44.0,100.0,Liverpool
Cody Gakpo,nl NED,"FW,MF",24.0,35,17,1649.0,18.3,8.0,5.0,0.0,1.0,0.0,9.0,9.0,2.9,43.0,83.0,Liverpool
Ibrahima Konaté,fr FRA,DF,24.0,22,17,1574.0,17.5,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.4,24.0,118.0,Liverpool
Curtis Jones,eng ENG,MF,22.0,23,14,1167.0,13.0,1.0,1.0,0.0,3.0,1.0,2.6,2.6,0.7,31.0,74.0,Liverpool
Diogo Jota,pt POR,FW,26.0,21,14,1145.0,12.7,10.0,3.0,0.0,3.0,1.0,5.3,5.3,3.3,54.0,34.0,Liverpool
Jarell Quansah,eng ENG,DF,20.0,17,13,1190.0,13.2,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,13.0,67.0,Liverpool
Ryan Gravenberch,nl NED,MF,21.0,26,12,1121.0,12.5,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,39.0,78.0,Liverpool
Harvey Elliott,eng ENG,"MF,FW",20.0,34,11,1352.0,15.0,3.0,6.0,0.0,2.0,0.0,2.7,2.7,3.5,44.0,128.0,Liverpool
Caoimhín Kelleher,ie IRL,GK,24.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Liverpool
Conor Bradley,nir NIR,DF,20.0,11,10,753.0,8.4,1.0,3.0,0.0,2.0,0.0,0.9,0.9,1.5,35.0,29.0,Liverpool
Joël Matip,cm CMR,DF,31.0,10,9,781.0,8.7,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,8.0,34.0,Liverpool
Kostas Tsimikas,gr GRE,DF,27.0,13,8,679.0,7.5,0.0,3.0,0.0,0.0,0.0,0.1,0.1,1.0,24.0,31.0,Liverpool
Bobby Clark,eng ENG,MF,18.0,5,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,3.0,Liverpool
Stefan Bajcetic,es ESP,MF,18.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Liverpool
Ben Doak,sct SCO,FW,17.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Jayden Danns,eng ENG,FW,17.0,2,0,9.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Liverpool
Owen Beck,wls WAL,DF,20.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Thiago Alcántara,es ESP,MF,32.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
James McConnell,eng ENG,MF,18.0,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Liverpool
Kaide Gordon,eng ENG,FW,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Liverpool
Adrián,es ESP,GK,36.0,0,0,,,,,,,,,,,,,Liverpool
Luke Chambers,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,Liverpool
Lewis Koumas,wls WAL,MF,17.0,0,0,,,,,,,,,,,,,Liverpool
Fabian Mrozek,pl POL,GK,19.0,0,0,,,,,,,,,,,,,Liverpool
Amara Nallo,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,Liverpool
Trey Nyoni,eng ENG,MF,16.0,0,0,,,,,,,,,,,,,Liverpool
Marcelo Pitaluga,br BRA,GK,20.0,0,0,,,,,,,,,,,,,Liverpool
Calum Scanlon,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Liverpool
Thomas Kaminski,be BEL,GK,30.0,38,38,3405.0,37.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Luton-Town
Alfie Doughty,eng ENG,DF,23.0,37,34,2925.0,32.5,2.0,8.0,0.0,5.0,0.0,1.3,1.3,6.3,94.0,106.0,Luton-Town
Carlton Morris,eng ENG,"FW,MF",27.0,38,32,2862.0,31.8,11.0,4.0,5.0,4.0,0.0,11.4,7.5,2.8,37.0,56.0,Luton-Town
Ross Barkley,eng ENG,MF,29.0,32,30,2618.0,29.1,5.0,4.0,0.0,6.0,0.0,4.1,4.1,3.7,48.0,163.0,Luton-Town
Teden Mengi,eng ENG,DF,21.0,30,28,2469.0,27.4,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,15.0,54.0,Luton-Town
Gabriel Osho,ng NGA,DF,24.0,21,21,1846.0,20.5,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.1,10.0,37.0,Luton-Town
Issa Kaboré,bf BFA,DF,22.0,24,21,1729.0,19.2,0.0,2.0,0.0,7.0,0.0,0.2,0.2,2.1,60.0,54.0,Luton-Town
Amari'i Bell,jm JAM,DF,29.0,21,21,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,32.0,76.0,Luton-Town
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,30,20,1995.0,22.2,4.0,1.0,0.0,1.0,0.0,4.2,4.2,3.1,127.0,53.0,Luton-Town
Tahith Chong,nl NED,"MF,FW",23.0,33,20,1982.0,22.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,0.5,57.0,72.0,Luton-Town
Reece Burke,eng ENG,DF,26.0,22,20,1660.0,18.4,0.0,4.0,0.0,5.0,0.0,1.3,1.3,1.4,11.0,67.0,Luton-Town
Elijah Adebayo,eng ENG,FW,25.0,27,16,1419.0,15.8,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,16.0,23.0,Luton-Town
Albert Sambi Lokonga,be BEL,MF,23.0,17,16,1303.0,14.5,1.0,3.0,0.0,4.0,0.0,0.6,0.6,1.4,29.0,72.0,Luton-Town
Jordan Clark,eng ENG,MF,29.0,23,14,1304.0,14.5,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.3,21.0,51.0,Luton-Town
Andros Townsend,eng ENG,"MF,FW",32.0,27,14,1210.0,13.4,1.0,3.0,0.0,1.0,0.0,1.2,1.2,1.3,47.0,35.0,Luton-Town
Tom Lockyer,wls WAL,DF,28.0,14,14,1169.0,13.0,1.0,1.0,0.0,4.0,0.0,1.1,1.1,0.6,6.0,37.0,Luton-Town
Marvelous Nakamba,zw ZIM,MF,29.0,13,13,1130.0,12.6,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,1.0,36.0,Luton-Town
Jacob Brown,sct SCO,"MF,FW",25.0,19,12,1019.0,11.3,2.0,0.0,0.0,4.0,0.0,2.8,2.8,0.7,25.0,19.0,Luton-Town
Pelly Ruddock Mpanzu,cd COD,MF,30.0,27,11,1101.0,12.2,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,10.0,34.0,Luton-Town
Daiki Hashioka,jp JPN,DF,24.0,10,6,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,3.0,21.0,Luton-Town
Ryan Giles,eng ENG,"DF,MF",23.0,11,5,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,9.0,17.0,Luton-Town
Fred Onyedinma,eng ENG,"DF,MF",26.0,8,4,407.0,4.5,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,9.0,6.0,Luton-Town
Mads Juel Andersen,dk DEN,DF,25.0,8,4,400.0,4.4,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.0,7.0,Luton-Town
Cauley Woodrow,eng ENG,"FW,MF",28.0,24,2,427.0,4.7,1.0,1.0,0.0,2.0,0.0,1.4,1.4,1.2,7.0,6.0,Luton-Town
Luke Berry,eng ENG,"MF,DF",31.0,17,2,323.0,3.6,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3,1.0,8.0,Luton-Town
Joseph Johnson,eng ENG,DF,17.0,2,0,77.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Luton-Town
James Shea,eng ENG,GK,32.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luton-Town
Zack Nelson,eng ENG,"MF,DF",18.0,2,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luton-Town
Allan Campbell,sct SCO,MF,25.0,0,0,,,,,,,,,,,,,Luton-Town
Christian Chigozie,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,Luton-Town
Aidan Francis,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,Luton-Town
Taylan Harris,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,Luton-Town
Tim Krul,nl NED,GK,35.0,0,0,,,,,,,,,,,,,Luton-Town
Jayden Luker,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Luton-Town
Dominic Martins,pt POR,MF,17.0,0,0,,,,,,,,,,,,,Luton-Town
John Mcatee,eng ENG,"FW,MF",24.0,0,0,,,,,,,,,,,,,Luton-Town
Axel Piesold,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Luton-Town
Dan Potts,eng ENG,DF,29.0,0,0,,,,,,,,,,,,,Luton-Town
Rodri,es ESP,MF,27.0,34,34,2931.0,32.6,8.0,9.0,0.0,8.0,1.0,4.1,4.1,3.9,76.0,376.0,Manchester-City
Phil Foden,eng ENG,"FW,MF",23.0,35,33,2857.0,31.7,19.0,8.0,0.0,2.0,0.0,10.3,10.3,8.4,93.0,168.0,Manchester-City
Ederson,br BRA,GK,29.0,33,33,2785.0,30.9,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.0,4.0,Manchester-City
Julián Álvarez,ar ARG,"MF,FW",23.0,36,31,2647.0,29.4,11.0,8.0,2.0,2.0,0.0,13.0,11.5,6.4,64.0,103.0,Manchester-City
Kyle Walker,eng ENG,DF,33.0,32,30,2767.0,30.7,0.0,4.0,0.0,2.0,0.0,0.4,0.4,2.6,74.0,157.0,Manchester-City
Bernardo Silva,pt POR,"MF,FW",28.0,33,29,2578.0,28.6,6.0,9.0,0.0,8.0,0.0,3.7,3.7,7.6,140.0,177.0,Manchester-City
Erling Haaland,no NOR,FW,23.0,31,29,2552.0,28.4,27.0,5.0,7.0,1.0,0.0,29.2,22.9,4.3,35.0,26.0,Manchester-City
Rúben Dias,pt POR,DF,26.0,30,28,2559.0,28.4,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,34.0,173.0,Manchester-City
Manuel Akanji,ch SUI,"DF,MF",28.0,30,28,2511.0,27.9,2.0,0.0,0.0,4.0,1.0,1.9,1.9,0.5,46.0,148.0,Manchester-City
Joško Gvardiol,hr CRO,DF,21.0,28,26,2328.0,25.9,4.0,1.0,0.0,3.0,0.0,3.1,3.1,1.4,63.0,136.0,Manchester-City
Nathan Aké,nl NED,DF,28.0,29,24,2042.0,22.7,2.0,2.0,0.0,0.0,0.0,2.5,2.5,1.2,24.0,116.0,Manchester-City
Jeremy Doku,be BEL,"FW,MF",21.0,29,18,1595.0,17.7,3.0,8.0,0.0,3.0,0.0,2.5,2.5,4.6,218.0,57.0,Manchester-City
Mateo Kovačić,hr CRO,MF,29.0,30,16,1551.0,17.2,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.6,37.0,100.0,Manchester-City
Kevin De Bruyne,be BEL,MF,32.0,18,15,1221.0,13.6,4.0,10.0,0.0,2.0,0.0,2.4,2.4,11.5,47.0,111.0,Manchester-City
John Stones,eng ENG,"DF,MF",29.0,16,12,1064.0,11.8,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,16.0,57.0,Manchester-City
Jack Grealish,eng ENG,"FW,MF",27.0,20,10,1009.0,11.2,3.0,1.0,0.0,6.0,0.0,2.1,2.1,2.5,87.0,50.0,Manchester-City
Rico Lewis,eng ENG,"DF,MF",18.0,16,8,809.0,9.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,21.0,33.0,Manchester-City
